file_name,policy_number,claim_number,incident_date,description,estimated_damage,sentiment,word_count,fraud_flag,severity_level,complexity_score,routing_team,incident_type
CLM-2025-01-0011_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0011 policy no: pol-6021497 claim date: 2025-10-27 loss date: 2025-10-27 claimant information name: jocelyn dean age: 34 contact: (020)881-0550x29483 address: 4948 anna lane suite 942, whiteport, nm 89985 vehicle information make/model: mahindra civic (2018) registration: vk 37 ot 1251 odometer: 24238 km declared value: i450,000 incident details the insured parked the vehicle outside jackson-velasquez parking lot overnight. the next morning it was discovered that the rear window had been smashed and personal items were stolen from the cabin. no injuries reported.",202.0,-0.1875,89,1,Medium,2,Health_Claims,theft
CLM-2025-01-0012_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0012 policy no: pol-4423762 claim date: 2025-10-11 loss date: 2025-10-06 claimant information name: evan martinez age: 29 contact: 1-219-367-2630 address: 5035 pratt forest apt. 615, port cassandra, mn 72295 vehicle information make/model: mahindra octavia (2021) registration: ot 32 il 3736 odometer: 150424 km declared value: i600,000 incident details at about 19:45 on 2025-10-06, the insured was changing lanes on jonathan drive furt when a commercial truck clipped the left rear, causing loss of control and collision with the guardrail. driver complained of ankle pain and was taken to hospital.",202.0,0.075,97,0,Medium,2,Health_Claims,collision
CLM-2025-01-0013_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0013 policy no: pol-1801473 claim date: 2025-10-05 loss date: 2025-09-30 claimant information name: julie weaver age: 40 contact: 1-121-424-4641x283 address: 76710 christopher prairie apt. 305, lunaport, tn 00524 vehicle information make/model: honda swift (2021) registration: zb 65 pr 7783 odometer: 35484 km declared value: i800,000 incident details the insured was involved in a head-on collision on tim canyon mouth at 10:35 after the opposing vehicle crossed into the lane. serious damage to both vehicles; injuries reported and police on scene.",202.0,0.1333,88,0,Medium,2,Health_Claims,head_on
CLM-2025-01-0014_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0014 policy no: pol-6221114 claim date: 2025-10-10 loss date: 2025-09-30 claimant information name: jessica mullen age: 73 contact: 1-061-604-9889x2216 address: unit 1489 box 1339, dpo aa 28647 vehicle information make/model: ford scorpio (2016) registration: mt 1 lf 8429 odometer: 23625 km declared value: i950,000 incident details the insured reported a single-vehicle incident where the car hit a pothole causing tire and rim damage and misalignment. no injuries; repair estimate provided. location: 27775 johnny fall suite 471, nancyport weather: foggy third party involved: false injuries reported: false police report filed: true police report no: pr-96570 damage estimate damage areas: trunk, windshield, rear bumper estimated damage cost: i150,000 photos attached: 1 policy coverage coverage: comprehensive deductible: i2,000 policy period: 2025-03-25 to 2026-03-25 previous claims: 0 adjuster notes: signature: date: generated by: syntheticgenerator claim id: clm-2025-01-0014 batch: 1 version: v1",202.0,-0.1233,145,0,Medium,4,Health_Claims,pothole
CLM-2025-01-0015_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0015 policy no: pol-2689883 claim date: 2025-10-27 loss date: 2025-10-24 claimant information name: joshua walker age: 41 contact: 385-092-8662 address: 93743 melissa estates apt. 039, mollyfurt, hi 06270 vehicle information make/model: honda octavia (2016) registration: au 51 dx 8942 odometer: 79140 km declared value: i350,000 incident details at about 05:45 on 2025-10-24, the insured was changing lanes on williams route view when a commercial truck clipped the left rear, causing loss of control and collision with the guardrail. driver complained of ankle pain and was taken to hospital.",202.0,0.075,96,0,Medium,2,Health_Claims,collision
CLM-2025-01-0016_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0016 policy no: pol-6209233 claim date: 2025-10-22 loss date: 2025-10-20 claimant information name: brian green age: 44 contact: 304.415.8604x9513 address: 27152 anderson isle suite 034, east daniel, ok 33360 vehicle information make/model: ford corolla (2024) registration: zd 77 lu 9653 odometer: 28859 km declared value: i950,000 incident details during reverse parking at santiago-adams parking lot, the insured accidentally hit a stationary pole, scratching the rear quarter panel and bumper. minor cosmetic damage only; no injuries. location: 05110 jamie harbors apt.",202.0,0.17,88,0,Medium,2,Health_Claims,parking
CLM-2025-01-0017_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0017 policy no: pol-5538309 claim date: 2025-10-02 loss date: 2025-09-28 claimant information name: mario williams age: 23 contact: 1-940-048-6753x9094 address: uscgc lucas, fpo ap 77046 vehicle information make/model: maruti ecosport (2020) registration: tf 18 ab 1526 odometer: 31011 km declared value: i600,000 incident details the insured collided with a stray animal (deer) on maria land haven during low visibility at 09:10. significant front-end damage and radiator leak. tow truck dispatched to remove vehicle.",202.0,0.1875,81,0,Low,2,Auto_Claims,animal
CLM-2025-01-0018_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0018 policy no: pol-2902600 claim date: 2025-10-10 loss date: 2025-10-06 claimant information name: jimmy davis age: 47 contact: 248.248.5100 address: 0493 schwartz parks, michaelton, nv 25189 vehicle information make/model: mahindra civic (2019) registration: zn 59 dk 4679 odometer: 96489 km declared value: i1,500,000 incident details on 2025-10-06 at around 16:20, the insured vehicle was stopped at a red light on jacqueline stravenue chester when it was rear-ended by another car. the insured reported minor neck pain and the vehicle s rear bumper and trunk were damaged. location: 538 collins rapids, port cynthiamouth weather: clear third party involved: false injuries reported: false police report filed: false police report no: damage estimate damage areas: trunk, hood estimated damage cost: i220,000 photos attached: 6 policy coverage coverage: own damage deductible: i5,000 policy period: 2024-07-08 to 2025-07-08 previous claims: 3 adjuster notes: signature: date: generated by: syntheticgenerator claim id: clm-2025-01-0018 batch: 1 version: v1",202.0,0.0167,158,0,Medium,4,Health_Claims,rear_end
CLM-2025-01-0019_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0019 policy no: pol-1730487 claim date: 2025-10-14 loss date: 2025-10-10 claimant information name: stacey vazquez age: 36 contact: (956)274-0072 address: 496 ayala place suite 332, new shannonborough, mn 89168 vehicle information make/model: toyota corolla (2021) registration: yk 96 ma 1641 odometer: 65347 km declared value: i350,000 incident details while driving on schneider avenue ville at approximately 17:05, the insured lost control on the wet surface due to heavy rain and skidded into a roadside divider. no other vehicles involved. front-end damage observed; airbag deployed.",202.0,-0.1966,92,0,Low,2,Auto_Claims,unknown
CLM-2025-01-0020_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0020 policy no: pol-2527853 claim date: 2025-10-19 loss date: 2025-10-11 claimant information name: amber hawkins age: 33 contact: 904.290.1467 address: 9190 gilbert ridges apt. 815, travismouth, sc 30942 vehicle information make/model: mahindra vento (2020) registration: vu 34 ws 9572 odometer: 149938 km declared value: i450,000 incident details while entering the roundabout at andrew port furt, another driver ran a stop sign and clipped the insured s right front fender. small paint transfer and bumper scuffing observed.",202.0,0.2119,84,0,Low,2,Health_Claims,intersection
CLM-2025-01-0021_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0021 policy no: pol-1587274 claim date: 2025-10-14 loss date: 2025-10-06 claimant information name: douglas carney age: 28 contact: 709-556-1929x69156 address: 399 arnold meadow apt. 449, mercedesville, wi 58682 vehicle information make/model: toyota scorpio (2019) registration: ci 6 jk 3885 odometer: 85118 km declared value: i950,000 incident details while entering the roundabout at jennifer ports land, another driver ran a stop sign and clipped the insured s right front fender. small paint transfer and bumper scuffing observed.",202.0,0.2119,84,0,Low,2,Health_Claims,intersection
CLM-2025-01-0022_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0022 policy no: pol-8244792 claim date: 2025-10-26 loss date: 2025-10-20 claimant information name: frank russell age: 40 contact: 1825429760 address: 6138 jason village apt. 879, stanleyside, wy 58577 vehicle information make/model: maruti vento (2024) registration: nv 88 ir 6556 odometer: 24886 km declared value: i800,000 incident details during reverse parking at welch inc parking lot, the insured accidentally hit a stationary pole, scratching the rear quarter panel and bumper. minor cosmetic damage only; no injuries.",202.0,0.1833,83,0,Medium,2,Health_Claims,parking
CLM-2025-01-0023_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0023 policy no: pol-9584221 claim date: 2025-10-28 loss date: 2025-10-28 claimant information name: lisa burns age: 28 contact: 242.898.4677x415 address: 2893 vargas ways, careytown, tn 52724 vehicle information make/model: mahindra corolla (2015) registration: nd 1 qn 3761 odometer: 158154 km declared value: i350,000 incident details at about 12:35 on 2025-10-28, the insured was changing lanes on jacob alley mouth when a commercial truck clipped the left rear, causing loss of control and collision with the guardrail. driver complained of ankle pain and was taken to hospital. location: 4639 munoz parks suite 274, lake courtney weather: rainy third party involved: false injuries reported: false police report filed: true police report no: pr-78350 damage estimate damage areas: trunk, right mirror estimated damage cost: i5,000 photos attached: 3 policy coverage coverage: third party deductible: i2,000 policy period: 2025-09-27 to 2026-09-27 previous claims: 1 adjuster notes: signature: date: generated by: syntheticgenerator claim id: clm-2025-01-0023 batch: 1 version: v1",202.0,-0.0119,162,0,Medium,4,Health_Claims,collision
CLM-2025-01-0024_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0024 policy no: pol-2751283 claim date: 2025-10-05 loss date: 2025-09-30 claimant information name: leslie salazar age: 29 contact: 1-324-816-8227 address: 97623 bradley grove suite 771, danielsburgh, oh 40576 vehicle information make/model: mahindra scorpio (2022) registration: cx 57 ih 5521 odometer: 37048 km declared value: i600,000 incident details the insured collided with a stray animal (deer) on tony trafficway borough during low visibility at 04:20. significant front-end damage and radiator leak. tow truck dispatched to remove vehicle.",202.0,0.1875,84,0,Low,2,Auto_Claims,animal
CLM-2025-01-0025_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0025 policy no: pol-7703288 claim date: 2025-10-31 loss date: 2025-10-24 claimant information name: randy meza age: 58 contact: 116-660-3667 address: 5944 tonya neck apt. 279, south miranda, vt 53639 vehicle information make/model: toyota vento (2022) registration: bg 70 tg 2040 odometer: 37429 km declared value: i450,000 incident details the insured collided with a stray animal (deer) on larry mall port during low visibility at 05:05. significant front-end damage and radiator leak.",202.0,0.325,79,0,Low,2,Auto_Claims,animal
CLM-2025-01-0026_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0026 policy no: pol-8298468 claim date: 2025-10-16 loss date: 2025-10-06 claimant information name: daryl crawford age: 71 contact: (070)637-6149 address: uscgc mcdonald, fpo aa 88086 vehicle information make/model: hyundai corolla (2017) registration: ys 12 vc 8634 odometer: 35617 km declared value: i950,000 incident details at about 01:10 on 2025-10-06, the insured was changing lanes on cervantes fort ton when a commercial truck clipped the left rear, causing loss of control and collision with the guardrail. driver complained of ankle pain and was taken to hospital. location: 46160 hayes gateway suite 355, north madison weather: stormy third party involved: true injuries reported: true police report filed: true police report no: pr-16165 damage estimate damage areas: right mirror, front bumper estimated damage cost: i60,000 photos attached: 0 policy coverage coverage: third party deductible: i1,000 policy period: 2024-02-28 to 2025-02-27 previous claims: 1 adjuster notes: signature: date: generated by: syntheticgenerator claim id: clm-2025-01-0026 batch: 1 version: v1",202.0,0.0108,162,0,Medium,4,Health_Claims,collision
CLM-2025-01-0027_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0027 policy no: pol-9127081 claim date: 2025-10-08 loss date: 2025-10-02 claimant information name: ronald alvarez age: 52 contact: 364-444-4652x241 address: 8141 timothy burgs apt. 599, alexandertown, mo 08975 vehicle information make/model: honda vento (2015) registration: pd 11 dn 5044 odometer: 17072 km declared value: i1,500,000 incident details the insured collided with a stray animal (deer) on brittany gateway borough during low visibility at 06:20. significant front-end damage and radiator leak.",202.0,0.325,78,0,Low,2,Auto_Claims,animal
CLM-2025-01-0028_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0028 policy no: pol-2767886 claim date: 2025-10-23 loss date: 2025-10-15 claimant information name: charles myers age: 60 contact: 388.530.3797x46769 address: 58344 jordan camp, josephbury, ok 71386 vehicle information make/model: hyundai swift (2017) registration: ff 77 ca 8025 odometer: 111428 km declared value: i450,000 incident details the insured reported a single-vehicle incident where the car hit a pothole causing tire and rim damage and misalignment. no injuries; repair estimate provided. location: 146 john trail, south paulamouth weather: night third party involved: true injuries reported: false police report filed: true police report no: pr-49528 damage estimate damage areas: front bumper estimated damage cost: i350,000 photos attached: 3 policy coverage coverage: third party deductible: i1,000 policy period: 2025-04-19 to 2026-04-19 previous claims: 3 adjuster notes: signature: date: generated by: syntheticgenerator claim id: clm-2025-01-0028 batch: 1 version: v1",202.0,0.1815,142,0,Medium,4,Health_Claims,pothole
CLM-2025-01-0029_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0029 policy no: pol-3449414 claim date: 2025-10-23 loss date: 2025-10-21 claimant information name: charles jones age: 61 contact: (890)729-5594 address: 5976 anita burg, west sharon, mn 33924 vehicle information make/model: volkswagen ecosport (2021) registration: ms 16 ye 5799 odometer: 78898 km declared value: i350,000 incident details while driving on tina causeway side at approximately 05:50, the insured lost control on the wet surface due to heavy rain and skidded into a roadside divider. no other vehicles involved. front-end damage observed; airbag deployed.",202.0,-0.2521,90,0,Low,2,Auto_Claims,unknown
CLM-2025-01-0030_batch1_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-01-0030 policy no: pol-4454099 claim date: 2025-10-09 loss date: 2025-10-02 claimant information name: sheryl brown age: 67 contact: 1-176-299-1583x8193 address: usns wallace, fpo ae 79397 vehicle information make/model: ford swift (2015) registration: nj 21 nx 1263 odometer: 60518 km declared value: i350,000 incident details the insured reported a single-vehicle incident where the car hit a pothole causing tire and rim damage and misalignment. no injuries; repair estimate provided. location: 738 butler oval apt.",202.0,0.6,81,0,Medium,2,Health_Claims,pothole
CLM-2025-02-0001_batch2_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-02-0001 policy no: pol-3879566 claim date: 2025-10-17 loss date: 2025-10-10 claimant information name: jennifer graham age: 29 contact: (037)661-7511x05793 address: 8539 bailey knolls suite 722, south tracy, nj 27739 vehicle information make/model: honda swift (2020) registration: ut 21 pc 4885 odometer: 100824 km declared value: i800,000 incident details the insured parked the vehicle outside green-acosta parking lot overnight. the next morning it was discovered that the rear window had been smashed and personal items were stolen from the cabin. no injuries reported.",202.0,-0.1875,90,1,Medium,2,Health_Claims,theft
CLM-2025-02-0002_batch2_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-02-0002 policy no: pol-7382694 claim date: 2025-10-14 loss date: 2025-10-06 claimant information name: bradley allison age: 41 contact: 402-512-0670x072 address: 305 madeline trail, michaelshire, ct 10370 vehicle information make/model: honda civic (2021) registration: jd 12 ym 6979 odometer: 123012 km declared value: i450,000 incident details the insured parked the vehicle outside wood, padilla and powell parking lot overnight. the next morning it was discovered that the rear window had been smashed and personal items were stolen from the cabin. no injuries reported.",202.0,0.0,90,1,Medium,2,Health_Claims,theft
CLM-2025-02-0003_batch2_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-02-0003 policy no: pol-5022753 claim date: 2025-10-16 loss date: 2025-10-06 claimant information name: david rogers age: 57 contact: 692.336.0143 address: uss brock, fpo ae 45551 vehicle information make/model: ford civic (2019) registration: kw 18 sl 1220 odometer: 35476 km declared value: i600,000 incident details while driving on adam harbors berg at approximately 23:00, the insured lost control on the wet surface due to heavy rain and skidded into a roadside divider. no other vehicles involved. front-end damage observed; airbag deployed.",202.0,-0.1525,88,0,Low,2,Auto_Claims,unknown
CLM-2025-02-0004_batch2_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-02-0004 policy no: pol-5923473 claim date: 2025-10-11 loss date: 2025-10-11 claimant information name: cindy estes age: 72 contact: 4717896923 address: 29169 taylor dale apt. 141, montgomeryville, or 29677 vehicle information make/model: toyota ecosport (2022) registration: vc 51 yl 8482 odometer: 92300 km declared value: i1,200,000 incident details at about 18:00 on 2025-10-11, the insured was changing lanes on jacob square ville when a commercial truck clipped the left rear, causing loss of control and collision with the guardrail. driver complained of ankle pain and was taken to hospital.",202.0,0.075,96,0,Medium,2,Health_Claims,collision
CLM-2025-02-0005_batch2_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-02-0005 policy no: pol-9546833 claim date: 2025-10-23 loss date: 2025-10-18 claimant information name: jennifer clark age: 52 contact: 1-575-768-7984 address: 8375 timothy locks suite 170, myersbury, nm 74998 vehicle information make/model: volkswagen octavia (2019) registration: wg 58 gb 5772 odometer: 125163 km declared value: i950,000 incident details the insured reported a single-vehicle incident where the car hit a pothole causing tire and rim damage and misalignment. no injuries; repair estimate provided. location: 37006 nicole junction suite 218, franklinchester weather: rainy third party involved: false injuries reported: true police report filed: false police report no: damage estimate damage areas: windshield estimated damage cost: i150,000 photos attached: 5 policy coverage coverage: comprehensive deductible: i1,000 policy period: 2025-08-05 to 2026-08-05 previous claims: 0 adjuster notes: signature: date: generated by: syntheticgenerator claim id: clm-2025-02-0005 batch: 2 version: v1",202.0,-0.1233,142,0,Medium,4,Health_Claims,pothole
CLM-2025-02-0006_batch2_acord_fnol.pdf,INFORMATION,POLICY,31/10/2025,"generated: 2025-10-31 19:06:28 claim policy information claim id: clm-2025-02-0006 policy no: pol-5438671 claim date: 2025-10-12 loss date: 2025-10-02 claimant information name: andrew perry age: 33 contact: 152.382.2300x464 address: 9457 william ramp, patriciaburgh, md 31725 vehicle information make/model: ford vento (2024) registration: xl 36 kh 6945 odometer: 15766 km declared value: i350,000 incident details the insured s vehicle was vandalized with key scratches along the driver s side while parked at hughes, patton and roman parking lot. cctv footage requested. no injuries.",202.0,0.0,81,0,Medium,2,Health_Claims,vandalism
