category,claim_short_id,acord_path,police_path,loss_path,rc_path,dl_path,hospital_path,damage_difference,injury_mismatch,date_difference_days,location_match,vehicle_match,rc_match,dl_match,patient_match,hospital_match,fraud_inconsistency_score,severity_level,complexity_score
accident,CLM-2025-0011,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0011-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10011-ACC_CLM-2025-0011-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0011-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0011-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0011-ACC_SAFE_dl.pdf,,0.0122,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0224,Low,1.0
accident,CLM-2025-0012,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0012-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10012-ACC_CLM-2025-0012-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0012-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0012-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0012-ACC_SAFE_dl.pdf,,0.0231,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0246,Low,1.0
accident,CLM-2025-0013,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0013-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10013-ACC_CLM-2025-0013-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0013-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0013-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0013-ACC_SAFE_dl.pdf,,0.0446,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0289,Low,1.0
accident,CLM-2025-0014,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0014-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10014-ACC_CLM-2025-0014-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0014-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0014-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0014-ACC_SAFE_dl.pdf,,0.0103,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0021,Low,1.0
accident,CLM-2025-0015,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0015-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10015-ACC_CLM-2025-0015-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0015-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0015-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0015-ACC_SAFE_dl.pdf,,0.0362,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0472,Low,1.0
accident,CLM-2025-0016,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0016-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10016-ACC_CLM-2025-0016-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0016-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0016-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0016-ACC_SAFE_dl.pdf,,0.0476,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0495,Low,1.0
accident,CLM-2025-0017,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0017-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10017-ACC_CLM-2025-0017-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0017-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0017-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0017-ACC_SAFE_dl.pdf,,0.0418,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0284,Low,1.0
accident,CLM-2025-0018,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0018-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10018-ACC_CLM-2025-0018-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0018-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0018-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0018-ACC_SAFE_dl.pdf,,0.0296,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0259,Low,1.0
accident,CLM-2025-0019,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0019-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10019-ACC_CLM-2025-0019-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0019-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0019-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0019-ACC_SAFE_dl.pdf,,0.047,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0094,Low,1.0
accident,CLM-2025-0020,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0020-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10020-ACC_CLM-2025-0020-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0020-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0020-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0020-ACC_SAFE_dl.pdf,,0.0422,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0484,Low,1.0
accident,CLM-2025-0021,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0021-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10021-ACC_CLM-2025-0021-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0021-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0021-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0021-ACC_SAFE_dl.pdf,,0.0259,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0252,Low,1.0
accident,CLM-2025-0022,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0022-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10022-ACC_CLM-2025-0022-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0022-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0022-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0022-ACC_SAFE_dl.pdf,,0.0136,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0227,Low,1.0
accident,CLM-2025-0023,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0023-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10023-ACC_CLM-2025-0023-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0023-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0023-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0023-ACC_SAFE_dl.pdf,,0.0462,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0092,Low,1.0
accident,CLM-2025-0024,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0024-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10024-ACC_CLM-2025-0024-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0024-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0024-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0024-ACC_SAFE_dl.pdf,,0.0239,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0448,Low,1.0
accident,CLM-2025-0025,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0025-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10025-ACC_CLM-2025-0025-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0025-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0025-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0025-ACC_SAFE_dl.pdf,,0.0259,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0052,Low,1.0
accident,CLM-2025-0026,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0026-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10026-ACC_CLM-2025-0026-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0026-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0026-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0026-ACC_SAFE_dl.pdf,,0.004,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0008,Low,1.0
accident,CLM-2025-0027,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0027-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10027-ACC_CLM-2025-0027-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0027-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0027-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0027-ACC_SAFE_dl.pdf,,0.0179,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0436,Low,1.0
accident,CLM-2025-0028,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0028-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10028-ACC_CLM-2025-0028-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0028-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0028-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0028-ACC_SAFE_dl.pdf,,0.0037,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0207,Low,1.0
accident,CLM-2025-0029,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0029-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10029-ACC_CLM-2025-0029-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0029-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0029-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0029-ACC_SAFE_dl.pdf,,0.0327,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0065,Low,1.0
accident,CLM-2025-0030,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0030-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10030-ACC_CLM-2025-0030-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0030-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0030-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0030-ACC_SAFE_dl.pdf,,0.0413,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0283,Low,1.0
accident,CLM-2025-0031,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0031-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10031-ACC_CLM-2025-0031-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0031-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0031-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0031-ACC_SAFE_dl.pdf,,0.0499,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,Low,1.0
accident,CLM-2025-0032,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0032-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10032-ACC_CLM-2025-0032-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0032-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0032-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0032-ACC_SAFE_dl.pdf,,0.0132,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0026,Low,1.0
accident,CLM-2025-0033,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0033-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10033-ACC_CLM-2025-0033-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0033-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0033-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0033-ACC_SAFE_dl.pdf,,0.0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.04,Low,1.0
accident,CLM-2025-0034,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0034-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10034-ACC_CLM-2025-0034-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0034-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0034-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0034-ACC_SAFE_dl.pdf,,0.0189,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0438,Low,1.0
accident,CLM-2025-0035,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0035-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10035-ACC_CLM-2025-0035-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0035-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0035-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0035-ACC_SAFE_dl.pdf,,0.0382,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0276,Low,1.0
accident,CLM-2025-0036,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0036-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10036-ACC_CLM-2025-0036-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0036-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0036-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0036-ACC_SAFE_dl.pdf,,0.0462,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0492,Low,1.0
accident,CLM-2025-0037,C:\claims_agent\ClaimWise\ml\dataset\accident\accord_form_100\CLM-2025-0037-ACC_SAFE_acord.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\police_reports_100\PR-10037-ACC_CLM-2025-0037-ACC_SAFE_police.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\loss_reports_100\CLM-2025-0037-ACC_SAFE_loss.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\rc_documents_100\CLM-2025-0037-ACC_SAFE_rc.pdf,C:\claims_agent\ClaimWise\ml\dataset\accident\dl_documents_100\CLM-2025-0037-ACC_SAFE_dl.pdf,,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Low,1.0
